Date,Town,Probenbegleitschein vollständig,Genkopien im Durchschnitt (Gq/ml),Genkopien N1/ml,Genkopien N2/ml,Anteil Genkopien Durchschnitt zu PMMoV x100.000,Volumenstrom (m3/d),Bevoelkerung,Faelle_gesamt,Faelle_neu,Faelle_7-Tage,Inzidenz_7-Tage,Valid test,Positive test,Newly positive test,Study phase,prevalence
2023-04-05,Koblenz, ja,204.0,164.0,244.0,99.0,29680.0,115268.0,51445.0,0.0,14.0,12.1,2355.0,20.0,11.0,1.0,0.8492569002123143
2023-04-05,Ludwigshafen, ja,7.5,1.0,14.0,20.8,258620.0,174265.0,68830.0,4.0,34.0,19.5,1435.0,12.0,6.0,1.0,0.8362369337979094
2023-04-05,Mainz,,,,,,,220552.0,100811.0,1.0,23.0,10.4,2960.0,30.0,13.0,1.0,1.0135135135135136
2023-04-05,Trier,,,,,,,112195.0,44440.0,0.0,13.0,11.6,2042.0,13.0,8.0,1.0,0.6366307541625857
2023-04-06,Kaiserslautern, ja,119.0,88.0,150.0,166.0,57408.0,108216.0,59056.0,10.0,37.0,34.2,,,,,
2023-04-06,Koblenz,,,,,,,115268.0,51448.0,3.0,11.0,9.5,,,,,
2023-04-06,Ludwigshafen,,,,,,,174265.0,68832.0,2.0,28.0,16.1,,,,,
2023-04-06,Mainz, nein,369.5,297.0,442.0,169.0,44147.0,220552.0,100818.0,7.0,24.0,10.9,,,,,
2023-04-06,Trier, nein,119.5,70.0,169.0,72.4,32751.0,112195.0,44440.0,0.0,8.0,7.1,,,,,
2023-04-07,Kaiserslautern,,,,,,,108216.0,59062.0,6.0,37.0,34.2,,,,,
2023-04-07,Koblenz,,,,,,,115268.0,51448.0,0.0,3.0,2.6,,,,,
2023-04-07,Ludwigshafen,,,,,,,174265.0,68833.0,1.0,21.0,12.1,,,,,
2023-04-07,Mainz,,,,,,,220552.0,100821.0,3.0,22.0,10.0,,,,,
2023-04-07,Trier,,,,,,,112195.0,44440.0,0.0,2.0,1.8,,,,,
2023-04-08,Kaiserslautern,,,,,,,108216.0,59062.0,0.0,29.0,26.8,,,,,
2023-04-08,Koblenz,,,,,,,115268.0,51448.0,0.0,3.0,2.6,,,,,
2023-04-08,Ludwigshafen,,,,,,,174265.0,68835.0,2.0,20.0,11.5,,,,,
2023-04-08,Mainz,,,,,,,220552.0,100821.0,0.0,22.0,10.0,,,,,
2023-04-08,Trier,,,,,,,112195.0,44440.0,0.0,0.0,0.0,,,,,
2023-04-09,Kaiserslautern,,,,,,,108216.0,59062.0,0.0,29.0,26.8,2123.0,24.0,12.0,1.0,1.1304757418747056
2023-04-09,Koblenz,,,,,,,115268.0,51448.0,0.0,3.0,2.6,2287.0,18.0,10.0,1.0,0.7870572802798426
2023-04-09,Ludwigshafen, ja,48.0,14.0,82.0,93.4,249656.0,174265.0,68835.0,0.0,19.0,10.9,1468.0,10.0,4.0,1.0,0.6811989100817438
2023-04-09,Mainz,,,,,,,220552.0,100821.0,0.0,22.0,10.0,2826.0,20.0,1.0,1.0,0.7077140835102618
2023-04-09,Trier,,,,,,,112195.0,44440.0,0.0,0.0,0.0,2042.0,16.0,9.0,1.0,0.7835455435847208
2023-04-10,Kaiserslautern,,,,,,,108216.0,59062.0,0.0,29.0,26.8,,,,,
2023-04-10,Koblenz, ja,229.0,127.0,331.0,53.0,24816.0,115268.0,51448.0,0.0,3.0,2.6,,,,,
2023-04-10,Ludwigshafen,,,,,,,174265.0,68837.0,2.0,21.0,12.1,,,,,
2023-04-10,Mainz,,,,,,,220552.0,100821.0,0.0,22.0,10.0,,,,,
2023-04-10,Trier,,,,,,,112195.0,44440.0,0.0,0.0,0.0,,,,,
2023-04-11,Kaiserslautern, ja,243.0,154.0,332.0,215.0,53800.0,108216.0,59062.0,0.0,20.0,18.5,,,,,
2023-04-11,Koblenz,,,,,,,115268.0,51448.0,0.0,3.0,2.6,,,,,
2023-04-11,Ludwigshafen, nein,43.5,20.0,67.0,132.0,292616.0,174265.0,68839.0,2.0,13.0,7.5,,,,,
2023-04-11,Mainz, nein,740.5,554.0,927.0,88.0,39488.0,220552.0,100821.0,0.0,11.0,5.0,,,,,
2023-04-11,Trier, nein,331.0,185.0,477.0,50.8,22902.0,112195.0,44440.0,0.0,0.0,0.0,,,,,
2023-04-12,Kaiserslautern,,,,,,,108216.0,59082.0,20.0,36.0,33.3,2218.0,17.0,6.0,1.0,0.7664562669071235
2023-04-12,Koblenz, ja,108.5,88.0,129.0,154.0,36812.0,115268.0,51448.0,0.0,3.0,2.6,2382.0,13.0,5.0,1.0,0.54575986565911
2023-04-12,Ludwigshafen,,,,,,,174265.0,68844.0,5.0,14.0,8.0,1591.0,7.0,2.0,1.0,0.43997485857950974
2023-04-12,Mainz,,,,,,,220552.0,100827.0,6.0,16.0,7.3,2961.0,19.0,11.0,1.0,0.6416751097602161
2023-04-12,Trier,,,,,,,112195.0,44448.0,8.0,8.0,7.1,2168.0,19.0,7.0,1.0,0.8763837638376383
2023-04-13,Kaiserslautern, ja,90.0,60.0,120.0,174.0,129869.0,108216.0,59093.0,11.0,37.0,34.2,,,,,
2023-04-13,Koblenz,,,,,,,115268.0,51448.0,0.0,0.0,0.0,,,,,
2023-04-13,Ludwigshafen,,,,,,,174265.0,68848.0,4.0,16.0,9.2,,,,,
2023-04-13,Mainz, nein,122.0,88.0,156.0,190.0,101466.0,220552.0,100829.0,2.0,11.0,5.0,,,,,
2023-04-13,Trier, nein,87.5,57.0,118.0,148.0,43399.0,112195.0,44459.0,11.0,19.0,16.9,,,,,
2023-04-14,Kaiserslautern,,,,,,,108216.0,59099.0,6.0,37.0,34.2,,,,,
2023-04-14,Koblenz,,,,,,,115268.0,51449.0,1.0,1.0,0.9,,,,,
2023-04-14,Ludwigshafen,,,,,,,174265.0,68848.0,0.0,15.0,8.6,,,,,
2023-04-14,Mainz,,,,,,,220552.0,100832.0,3.0,11.0,5.0,,,,,
2023-04-14,Trier,,,,,,,112195.0,44463.0,4.0,23.0,20.5,,,,,
2023-04-15,Kaiserslautern,,,,,,,108216.0,59102.0,3.0,40.0,37.0,,,,,
2023-04-15,Koblenz,,,,,,,115268.0,51449.0,0.0,1.0,0.9,,,,,
2023-04-15,Ludwigshafen,,,,,,,174265.0,68850.0,2.0,15.0,8.6,,,,,
2023-04-15,Mainz,,,,,,,220552.0,100835.0,3.0,14.0,6.3,,,,,
2023-04-15,Trier,,,,,,,112195.0,44465.0,2.0,25.0,22.3,,,,,
2023-04-16,Kaiserslautern,,,,,,,108216.0,59102.0,0.0,40.0,37.0,2318.0,18.0,10.0,1.0,0.7765314926660914
2023-04-16,Koblenz,,,,,,,115268.0,51449.0,0.0,1.0,0.9,2428.0,12.0,6.0,1.0,0.4942339373970346
2023-04-16,Ludwigshafen,,,,,,,174265.0,68851.0,1.0,16.0,9.2,2165.0,16.0,12.0,1.0,0.7390300230946882
2023-04-16,Mainz,,,,,,,220552.0,100835.0,0.0,14.0,6.3,2990.0,22.0,11.0,1.0,0.7357859531772575
2023-04-16,Trier,,,,,,,112195.0,44465.0,0.0,25.0,22.3,2297.0,21.0,13.0,1.0,0.914235959947758
2023-04-17,Kaiserslautern,,,,,,,108216.0,59102.0,0.0,40.0,37.0,,,,,
2023-04-17,Koblenz, ja,169.0,167.0,171.0,229.0,27076.0,115268.0,51449.0,0.0,1.0,0.9,,,,,
2023-04-17,Ludwigshafen, ja,27.5,15.0,40.0,267.0,261400.0,174265.0,68851.0,0.0,14.0,8.0,,,,,
2023-04-17,Mainz,,,,,,,220552.0,100835.0,0.0,14.0,6.3,,,,,
2023-04-17,Trier,,,,,,,112195.0,44465.0,0.0,25.0,22.3,,,,,
2023-04-18,Kaiserslautern, ja,103.0,73.0,133.0,293.0,62890.0,108216.0,59111.0,9.0,49.0,45.3,,,,,
2023-04-18,Koblenz,,,,,,,115268.0,51449.0,0.0,1.0,0.9,,,,,
2023-04-18,Ludwigshafen,,,,,,,174265.0,68854.0,3.0,15.0,8.6,,,,,
2023-04-18,Mainz, nein,171.0,145.0,197.0,157.0,,220552.0,100845.0,10.0,24.0,10.9,,,,,
2023-04-18,Trier, nein,237.0,181.0,293.0,215.0,33383.0,112195.0,44468.0,3.0,28.0,25.0,,,,,
2023-04-19,Kaiserslautern,,,,,,,108216.0,59114.0,3.0,32.0,29.6,2289.0,17.0,11.0,1.0,0.7426823940585409
2023-04-19,Koblenz,,,,,,,115268.0,51450.0,1.0,2.0,1.7,2352.0,14.0,7.0,1.0,0.5952380952380952
2023-04-19,Ludwigshafen, ja,88.0,39.0,137.0,303.0,258425.0,174265.0,68860.0,6.0,16.0,9.2,2163.0,12.0,4.0,1.0,0.5547850208044383
2023-04-19,Mainz,,,,,,,220552.0,100853.0,8.0,26.0,11.8,2904.0,16.0,4.0,1.0,0.5509641873278237
2023-04-19,Trier,,,,,,,112195.0,44471.0,3.0,23.0,20.5,2274.0,13.0,4.0,1.0,0.5716798592788038
2023-04-20,Kaiserslautern, ja,313.0,214.0,412.0,304.0,55267.0,108216.0,59117.0,3.0,24.0,22.2,,,,,
2023-04-20,Koblenz, ja,396.0,306.0,486.0,168.0,26488.0,115268.0,51453.0,3.0,5.0,4.3,,,,,
2023-04-20,Ludwigshafen,,,,,,,174265.0,68863.0,3.0,15.0,8.6,,,,,
2023-04-20,Mainz, nein,653.0,481.0,825.0,228.0,43661.0,220552.0,100853.0,0.0,24.0,10.9,,,,,
2023-04-20,Trier, nein,515.0,319.0,711.0,175.0,23687.0,112195.0,44472.0,1.0,13.0,11.6,,,,,
2023-04-21,Kaiserslautern,,,,,,,108216.0,59128.0,11.0,29.0,26.8,,,,,
2023-04-21,Koblenz,,,,,,,115268.0,51454.0,1.0,5.0,4.3,,,,,
2023-04-21,Ludwigshafen,,,,,,,174265.0,68864.0,1.0,16.0,9.2,,,,,
2023-04-21,Mainz,,,,,,,220552.0,100857.0,4.0,25.0,11.3,,,,,
2023-04-21,Trier,,,,,,,112195.0,44474.0,2.0,11.0,9.8,,,,,
2023-04-22,Kaiserslautern,,,,,,,108216.0,59133.0,5.0,31.0,28.6,,,,,
2023-04-22,Koblenz,,,,,,,115268.0,51455.0,1.0,6.0,5.2,,,,,
2023-04-22,Ludwigshafen,,,,,,,174265.0,68864.0,0.0,14.0,8.0,,,,,
2023-04-22,Mainz,,,,,,,220552.0,100858.0,1.0,23.0,10.4,,,,,
2023-04-22,Trier,,,,,,,112195.0,44475.0,1.0,10.0,8.9,,,,,
2023-04-23,Kaiserslautern,,,,,,,108216.0,59133.0,0.0,31.0,28.6,2303.0,16.0,9.0,1.0,0.6947459834997829
2023-04-23,Koblenz,,,,,,,115268.0,51455.0,0.0,6.0,5.2,2373.0,11.0,3.0,1.0,0.4635482511588706
2023-04-23,Ludwigshafen,,,,,,,174265.0,68864.0,0.0,13.0,7.5,2176.0,10.0,4.0,1.0,0.4595588235294118
2023-04-23,Mainz,,,,,,,220552.0,100858.0,0.0,23.0,10.4,2921.0,13.0,7.0,1.0,0.4450530640191715
2023-04-23,Trier,,,,,,,112195.0,44475.0,0.0,10.0,8.9,2295.0,12.0,5.0,1.0,0.522875816993464
2023-04-24,Kaiserslautern,,,,,,,108216.0,59133.0,0.0,31.0,28.6,,,,,
2023-04-24,Koblenz,,,,,,,115268.0,51455.0,0.0,6.0,5.2,,,,,
2023-04-24,Ludwigshafen,,,,,,,174265.0,68864.0,0.0,13.0,7.5,,,,,
2023-04-24,Mainz,,,,,,,220552.0,100858.0,0.0,23.0,10.4,,,,,
2023-04-24,Trier,,,,,,,112195.0,44475.0,0.0,10.0,8.9,,,,,
2023-04-25,Kaiserslautern, nein,155.0,84.0,226.0,192.0,,108216.0,59136.0,3.0,25.0,23.1,,,,,
2023-04-25,Koblenz,,,,,,,115268.0,51455.0,0.0,6.0,5.2,,,,,
2023-04-25,Ludwigshafen,,,,,,,174265.0,68864.0,0.0,10.0,5.7,,,,,
2023-04-25,Mainz, nein,335.5,222.0,449.0,297.0,48806.0,220552.0,100862.0,4.0,17.0,7.7,,,,,
2023-04-25,Trier, nein,64.0,10.0,118.0,69.7,40079.0,112195.0,44476.0,1.0,8.0,7.1,,,,,
2023-04-26,Kaiserslautern,,,,,,,108216.0,59141.0,5.0,27.0,25.0,2218.0,17.0,11.0,1.0,0.7664562669071235
2023-04-26,Koblenz, ja,585.5,454.0,717.0,398.0,24080.0,115268.0,51457.0,2.0,7.0,6.1,2287.0,5.0,2.0,1.0,0.21862702229995626
2023-04-26,Ludwigshafen, ja,0.0,0.0,0.0,0.0,262300.0,174265.0,68866.0,2.0,6.0,3.4,2142.0,7.0,3.0,1.0,0.32679738562091504
2023-04-26,Mainz,,,,,,,220552.0,100878.0,16.0,25.0,11.3,2868.0,13.0,6.0,1.0,0.4532775453277545
2023-04-26,Trier,,,,,,,112195.0,44476.0,0.0,5.0,4.5,2263.0,15.0,9.0,1.0,0.6628369421122404
2023-04-27,Kaiserslautern, nein,209.0,115.0,303.0,455.0,,108216.0,59146.0,5.0,29.0,26.8,,,,,
2023-04-27,Koblenz,,,,,,,115268.0,51458.0,1.0,5.0,4.3,,,,,
2023-04-27,Ludwigshafen,,,,,,,174265.0,68869.0,3.0,6.0,3.4,,,,,
2023-04-27,Mainz, nein,665.5,476.0,855.0,497.0,44275.0,220552.0,100881.0,3.0,28.0,12.7,,,,,
2023-04-27,Trier, nein,446.0,334.0,558.0,360.0,24255.0,112195.0,44482.0,6.0,10.0,8.9,,,,,
2023-04-28,Kaiserslautern,,,,,,,108216.0,59148.0,2.0,20.0,18.5,,,,,
2023-04-28,Koblenz,,,,,,,115268.0,51459.0,1.0,5.0,4.3,,,,,
2023-04-28,Ludwigshafen,,,,,,,174265.0,68870.0,1.0,6.0,3.4,,,,,
2023-04-28,Mainz,,,,,,,220552.0,100886.0,5.0,29.0,13.1,,,,,
2023-04-28,Trier,,,,,,,112195.0,44482.0,0.0,8.0,7.1,,,,,
2023-04-29,Kaiserslautern,,,,,,,108216.0,59154.0,6.0,21.0,19.4,,,,,
2023-04-29,Koblenz,,,,,,,115268.0,51459.0,0.0,4.0,3.5,,,,,
2023-04-29,Ludwigshafen,,,,,,,174265.0,68871.0,1.0,7.0,4.0,,,,,
2023-04-29,Mainz,,,,,,,220552.0,100892.0,6.0,34.0,15.4,,,,,
2023-04-29,Trier,,,,,,,112195.0,44485.0,3.0,10.0,8.9,,,,,
2023-04-30,Kaiserslautern,,,,,,,108216.0,59154.0,0.0,21.0,19.4,2081.0,16.0,6.0,1.0,0.7688611244593946
2023-04-30,Koblenz,,,,,,,115268.0,51459.0,0.0,4.0,3.5,2083.0,5.0,3.0,1.0,0.2400384061449832
2023-04-30,Ludwigshafen,,,,,,,174265.0,68871.0,0.0,7.0,4.0,1958.0,5.0,3.0,1.0,0.2553626149131767
2023-04-30,Mainz,,,,,,,220552.0,100892.0,0.0,34.0,15.4,2509.0,10.0,4.0,1.0,0.3985651654045437
2023-04-30,Trier,,,,,,,112195.0,44485.0,0.0,10.0,8.9,1991.0,19.0,12.0,1.0,0.9542943244600702
2023-05-01,Kaiserslautern,,,,,,,108216.0,59154.0,0.0,21.0,19.4,,,,,
2023-05-01,Koblenz, ja,421.5,362.0,481.0,145.0,22552.0,115268.0,51459.0,0.0,4.0,3.5,,,,,
2023-05-01,Ludwigshafen, ja,0.0,0.0,0.0,0.0,252720.0,174265.0,68871.0,0.0,7.0,4.0,,,,,
2023-05-01,Mainz,,,,,,,220552.0,100892.0,0.0,34.0,15.4,,,,,
2023-05-01,Trier,,,,,,,112195.0,44485.0,0.0,10.0,8.9,,,,,
2023-05-02,Kaiserslautern, ja,86.0,50.0,122.0,50.3,58618.0,108216.0,59154.0,0.0,18.0,16.6,,,,,
2023-05-02,Koblenz,,,,,,,115268.0,51459.0,0.0,4.0,3.5,,,,,
2023-05-02,Ludwigshafen,,,,,,,174265.0,68871.0,0.0,7.0,4.0,,,,,
2023-05-02,Mainz, nein,299.0,202.0,396.0,127.0,42701.0,220552.0,100892.0,0.0,30.0,13.6,,,,,
2023-05-02,Trier, nein,183.0,135.0,231.0,60.0,27419.0,112195.0,44485.0,0.0,9.0,8.0,,,,,
2023-05-03,Kaiserslautern,,,,,,,108216.0,59169.0,15.0,28.0,25.9,,,,,
2023-05-03,Koblenz, ja,776.0,838.0,714.0,297.0,24848.0,115268.0,51460.0,1.0,3.0,2.6,,,,,
2023-05-03,Ludwigshafen, ja,133.5,28.0,239.0,746.0,255470.0,174265.0,68873.0,2.0,7.0,4.0,,,,,
2023-05-03,Mainz,,,,,,,220552.0,100902.0,10.0,24.0,10.9,,,,,
2023-05-03,Trier,,,,,,,112195.0,44491.0,6.0,15.0,13.4,,,,,
2023-05-04,Kaiserslautern, ja,436.5,278.0,595.0,331.0,55781.0,108216.0,59169.0,0.0,23.0,21.3,,,,,
2023-05-04,Koblenz,,,,,,,115268.0,51463.0,3.0,5.0,4.3,,,,,
2023-05-04,Ludwigshafen,,,,,,,174265.0,68874.0,1.0,5.0,2.9,,,,,
2023-05-04,Mainz, nein,489.5,414.0,565.0,180.0,44032.0,220552.0,100903.0,1.0,22.0,10.0,,,,,
2023-05-04,Trier, nein,730.0,483.0,977.0,160.0,25323.0,112195.0,44492.0,1.0,10.0,8.9,,,,,
2023-05-05,Kaiserslautern,,,,,,,108216.0,59175.0,6.0,27.0,25.0,,,,,
2023-05-05,Koblenz,,,,,,,115268.0,51464.0,1.0,5.0,4.3,,,,,
2023-05-05,Ludwigshafen,,,,,,,174265.0,68878.0,4.0,8.0,4.6,,,,,
2023-05-05,Mainz,,,,,,,220552.0,100904.0,1.0,18.0,8.2,,,,,
2023-05-05,Trier,,,,,,,112195.0,44492.0,0.0,10.0,8.9,,,,,
2023-05-06,Kaiserslautern,,,,,,,108216.0,59184.0,9.0,30.0,27.7,,,,,
2023-05-06,Koblenz,,,,,,,115268.0,51467.0,3.0,8.0,6.9,,,,,
2023-05-06,Ludwigshafen,,,,,,,174265.0,68878.0,0.0,7.0,4.0,,,,,
2023-05-06,Mainz,,,,,,,220552.0,100908.0,4.0,16.0,7.3,,,,,
2023-05-06,Trier,,,,,,,112195.0,44496.0,4.0,11.0,9.8,,,,,
2023-05-07,Kaiserslautern,,,,,,,108216.0,59184.0,0.0,30.0,27.7,,,,,
2023-05-07,Koblenz,,,,,,,115268.0,51467.0,0.0,8.0,6.9,,,,,
2023-05-07,Ludwigshafen,,,,,,,174265.0,68878.0,0.0,7.0,4.0,,,,,
2023-05-07,Mainz,,,,,,,220552.0,100908.0,0.0,16.0,7.3,,,,,
2023-05-07,Trier,,,,,,,112195.0,44496.0,0.0,11.0,9.8,,,,,
2023-05-08,Kaiserslautern,,,,,,,108216.0,59184.0,0.0,30.0,27.7,,,,,
2023-05-08,Koblenz, ja,96.5,62.0,131.0,96.8,81112.0,115268.0,51467.0,0.0,8.0,6.9,,,,,
2023-05-08,Ludwigshafen, ja,11.5,10.0,13.0,43.2,330085.0,174265.0,68879.0,1.0,8.0,4.6,,,,,
2023-05-08,Mainz,,,,,,,220552.0,100908.0,0.0,16.0,7.3,,,,,
2023-05-08,Trier,,,,,,,112195.0,44496.0,0.0,11.0,9.8,,,,,
2023-05-09,Kaiserslautern, ja,141.5,63.0,220.0,222.0,66534.0,108216.0,59188.0,4.0,34.0,31.4,,,,,
2023-05-09,Koblenz,,,,,,,115268.0,51476.0,9.0,17.0,14.7,,,,,
2023-05-09,Ludwigshafen,,,,,,,174265.0,68879.0,0.0,8.0,4.6,,,,,
2023-05-09,Mainz, nein,161.0,100.0,222.0,81.7,74752.0,220552.0,100913.0,5.0,21.0,9.5,,,,,
2023-05-09,Trier, nein,101.5,79.0,124.0,158.0,31427.0,112195.0,44499.0,3.0,14.0,12.5,,,,,
2023-05-10,Kaiserslautern,,,,,,,108216.0,59191.0,3.0,22.0,20.3,,,,,
2023-05-10,Koblenz, ja,116.0,72.0,160.0,185.0,77576.0,115268.0,51476.0,0.0,16.0,13.9,,,,,
2023-05-10,Ludwigshafen, ja,18.5,17.0,20.0,102.0,253000.0,174265.0,68880.0,1.0,7.0,4.0,,,,,
2023-05-10,Mainz,,,,,,,220552.0,100915.0,2.0,13.0,5.9,,,,,
2023-05-10,Trier,,,,,,,112195.0,44500.0,1.0,9.0,8.0,,,,,
2023-05-11,Kaiserslautern, ja,120.0,61.0,179.0,181.0,104333.0,108216.0,59194.0,3.0,25.0,23.1,,,,,
2023-05-11,Koblenz,,,,,,,115268.0,51477.0,1.0,14.0,12.1,,,,,
2023-05-11,Ludwigshafen,,,,,,,174265.0,68880.0,0.0,6.0,3.4,,,,,
2023-05-11,Mainz, nein,149.0,111.0,187.0,172.0,66611.0,220552.0,100918.0,3.0,15.0,6.8,,,,,
2023-05-11,Trier, nein,113.0,64.0,162.0,153.0,47691.0,112195.0,44501.0,1.0,9.0,8.0,,,,,
2023-05-12,Kaiserslautern,,,,,,,108216.0,59195.0,1.0,20.0,18.5,,,,,
2023-05-12,Koblenz,,,,,,,115268.0,51479.0,2.0,15.0,13.0,,,,,
2023-05-12,Ludwigshafen,,,,,,,174265.0,68883.0,3.0,5.0,2.9,,,,,
2023-05-12,Mainz,,,,,,,220552.0,100921.0,3.0,17.0,7.7,,,,,
2023-05-12,Trier,,,,,,,112195.0,44505.0,4.0,13.0,11.6,,,,,
2023-05-13,Kaiserslautern,,,,,,,108216.0,59195.0,0.0,11.0,10.2,,,,,
2023-05-13,Koblenz,,,,,,,115268.0,51479.0,0.0,12.0,10.4,,,,,
2023-05-13,Ludwigshafen,,,,,,,174265.0,68883.0,0.0,5.0,2.9,,,,,
2023-05-13,Mainz,,,,,,,220552.0,100921.0,0.0,13.0,5.9,,,,,
2023-05-13,Trier,,,,,,,112195.0,44506.0,1.0,10.0,8.9,,,,,
2023-05-14,Kaiserslautern,,,,,,,108216.0,59195.0,0.0,11.0,10.2,,,,,
2023-05-14,Koblenz,,,,,,,115268.0,51479.0,0.0,12.0,10.4,,,,,
2023-05-14,Ludwigshafen, nein,4.0,7.0,1.0,15.8,248949.0,174265.0,68883.0,0.0,5.0,2.9,,,,,
2023-05-14,Mainz,,,,,,,220552.0,100921.0,0.0,13.0,5.9,,,,,
2023-05-14,Trier,,,,,,,112195.0,44506.0,0.0,10.0,8.9,,,,,
2023-05-15,Kaiserslautern,,,,,,,108216.0,59195.0,0.0,11.0,10.2,,,,,
2023-05-15,Koblenz, ja,124.5,96.0,153.0,251.0,30580.0,115268.0,51479.0,0.0,12.0,10.4,,,,,
2023-05-15,Ludwigshafen,,,,,,,174265.0,68883.0,0.0,4.0,2.3,,,,,
2023-05-15,Mainz,,,,,,,220552.0,100921.0,0.0,13.0,5.9,,,,,
2023-05-15,Trier,,,,,,,112195.0,44506.0,0.0,10.0,8.9,,,,,
2023-05-16,Kaiserslautern, ja,172.5,91.0,254.0,369.0,61486.0,108216.0,59196.0,1.0,8.0,7.4,,,,,
2023-05-16,Koblenz,,,,,,,115268.0,51481.0,2.0,5.0,4.3,,,,,
2023-05-16,Ludwigshafen,,,,,,,174265.0,68883.0,0.0,4.0,2.3,,,,,
2023-05-16,Mainz, nein,340.0,204.0,476.0,293.0,44672.0,220552.0,100924.0,3.0,11.0,5.0,,,,,
2023-05-16,Trier,,,,,,,112195.0,44517.0,11.0,18.0,16.0,,,,,
2023-05-17,Kaiserslautern,,,,,,,108216.0,59196.0,0.0,5.0,4.6,,,,,
2023-05-17,Koblenz,,,,,,,115268.0,51482.0,1.0,6.0,5.2,,,,,
2023-05-17,Ludwigshafen,,,,,,,174265.0,68885.0,2.0,5.0,2.9,,,,,
2023-05-17,Mainz,,,,,,,220552.0,100925.0,1.0,10.0,4.5,,,,,
2023-05-17,Trier,,,,,,,112195.0,44521.0,4.0,21.0,18.7,,,,,
2023-05-18,Kaiserslautern,,,,,,,108216.0,59198.0,2.0,4.0,3.7,,,,,
2023-05-18,Koblenz, ja,180.5,153.0,208.0,150.0,25000.0,115268.0,51482.0,0.0,5.0,4.3,,,,,
2023-05-18,Ludwigshafen,,,,,,,174265.0,68885.0,0.0,5.0,2.9,,,,,
2023-05-18,Mainz, nein,464.0,360.0,568.0,979.0,41536.0,220552.0,100927.0,2.0,9.0,4.1,,,,,
2023-05-18,Trier,,,,,,,112195.0,44521.0,0.0,20.0,17.8,,,,,
2023-05-19,Kaiserslautern, ja,190.5,106.0,275.0,719.0,53797.0,108216.0,59198.0,0.0,3.0,2.8,,,,,
2023-05-19,Koblenz,,,,,,,115268.0,51482.0,0.0,3.0,2.6,,,,,
2023-05-19,Ludwigshafen,,,,,,,174265.0,68885.0,0.0,2.0,1.1,,,,,
2023-05-19,Mainz,,,,,,,220552.0,100927.0,0.0,6.0,2.7,,,,,
2023-05-19,Trier, nein,179.0,123.0,235.0,175.0,21019.0,112195.0,44521.0,0.0,16.0,14.3,,,,,
2023-05-20,Kaiserslautern,,,,,,,108216.0,59203.0,5.0,8.0,7.4,,,,,
2023-05-20,Koblenz,,,,,,,115268.0,51482.0,0.0,3.0,2.6,,,,,
2023-05-20,Ludwigshafen,,,,,,,174265.0,68885.0,0.0,2.0,1.1,,,,,
2023-05-20,Mainz,,,,,,,220552.0,100927.0,0.0,6.0,2.7,,,,,
2023-05-20,Trier,,,,,,,112195.0,44524.0,3.0,18.0,16.0,,,,,
2023-05-21,Kaiserslautern,,,,,,,108216.0,59203.0,0.0,8.0,7.4,,,,,
2023-05-21,Koblenz,,,,,,,115268.0,51482.0,0.0,3.0,2.6,,,,,
2023-05-21,Ludwigshafen,,,,,,,174265.0,68885.0,0.0,2.0,1.1,,,,,
2023-05-21,Mainz,,,,,,,220552.0,100927.0,0.0,6.0,2.7,,,,,
2023-05-21,Trier,,,,,,,112195.0,44524.0,0.0,18.0,16.0,,,,,
2023-05-22,Kaiserslautern,,,,,,,108216.0,59203.0,0.0,8.0,7.4,,,,,
2023-05-22,Koblenz, ja,134.5,85.0,184.0,108.0,26980.0,115268.0,51482.0,0.0,3.0,2.6,,,,,
2023-05-22,Ludwigshafen, nein,62.5,14.0,111.0,370.0,247292.0,174265.0,68885.0,0.0,2.0,1.1,,,,,
2023-05-22,Mainz, nein,223.5,166.0,281.0,112.0,61094.0,220552.0,100927.0,0.0,6.0,2.7,,,,,
2023-05-22,Trier,,,,,,,112195.0,44524.0,0.0,18.0,16.0,,,,,
2023-05-23,Kaiserslautern, ja,203.5,126.0,281.0,274.0,54696.0,108216.0,59207.0,4.0,11.0,10.2,,,,,
2023-05-23,Koblenz,,,,,,,115268.0,51483.0,1.0,2.0,1.7,,,,,
2023-05-23,Ludwigshafen, nein,6.5,7.0,6.0,21.9,262583.0,174265.0,68885.0,0.0,2.0,1.1,,,,,
2023-05-23,Mainz,,,,,,,220552.0,100927.0,0.0,3.0,1.4,,,,,
2023-05-23,Trier, nein,201.0,123.0,279.0,102.0,22775.0,112195.0,44528.0,4.0,11.0,9.8,,,,,
2023-05-24,Kaiserslautern,,,,,,,108216.0,59209.0,2.0,13.0,12.0,,,,,
2023-05-24,Koblenz, ja,55.5,43.0,68.0,16.5,23956.0,115268.0,51484.0,1.0,2.0,1.7,,,,,
2023-05-24,Ludwigshafen,,,,,,,174265.0,68885.0,0.0,0.0,0.0,,,,,
2023-05-24,Mainz,,,,,,,220552.0,100939.0,12.0,14.0,6.3,,,,,
2023-05-24,Trier,,,,,,,112195.0,44528.0,0.0,7.0,6.2,,,,,
2023-05-25,Kaiserslautern, ja,106.5,55.0,158.0,124.0,53941.0,108216.0,59210.0,1.0,12.0,11.1,,,,,
2023-05-25,Koblenz,,,,,,,115268.0,51485.0,1.0,3.0,2.6,,,,,
2023-05-25,Ludwigshafen,,,,,,,174265.0,68887.0,2.0,2.0,1.1,,,,,
